timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2024/01/17 22:46:58.061, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:46:58.163, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:46:58.264, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:46:58.366, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 85 %, 31 %, 77213 MiB
2024/01/17 22:46:58.467, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 85 %, 31 %, 77213 MiB
2024/01/17 22:46:58.569, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:58.671, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:58.773, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 30 %, 77213 MiB
2024/01/17 22:46:58.875, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:46:58.976, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:46:59.079, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:46:59.181, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:59.284, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:59.385, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:59.487, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:59.589, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:59.691, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:46:59.793, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 30 %, 77213 MiB
2024/01/17 22:46:59.895, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:46:59.996, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:00.097, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:00.199, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:00.301, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:00.403, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:00.504, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:00.606, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:00.707, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:00.809, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:00.910, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:01.012, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:01.114, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:01.215, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 89 %, 22 %, 77213 MiB
2024/01/17 22:47:01.317, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 89 %, 22 %, 77213 MiB
2024/01/17 22:47:01.418, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:01.520, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:01.622, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:01.724, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:01.826, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:01.927, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:02.029, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:02.131, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:02.233, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:02.335, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:02.437, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:02.539, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:02.642, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 23 %, 77213 MiB
2024/01/17 22:47:02.744, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 23 %, 77213 MiB
2024/01/17 22:47:02.846, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:02.948, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:03.050, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 22 %, 77213 MiB
2024/01/17 22:47:03.151, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 22 %, 77213 MiB
2024/01/17 22:47:03.253, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:03.354, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:03.456, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:03.558, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:03.659, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:03.761, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:03.862, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:03.964, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:04.065, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:04.167, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:04.269, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:04.370, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:04.472, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 23 %, 77213 MiB
2024/01/17 22:47:04.573, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 23 %, 77213 MiB
2024/01/17 22:47:04.675, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:04.776, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:04.878, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 23 %, 77213 MiB
2024/01/17 22:47:04.980, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 23 %, 77213 MiB
2024/01/17 22:47:05.081, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:05.183, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:05.285, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:05.386, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:05.488, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:05.590, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 25 %, 77213 MiB
2024/01/17 22:47:05.693, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 24 %, 77213 MiB
2024/01/17 22:47:05.795, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 24 %, 77213 MiB
2024/01/17 22:47:05.897, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:05.999, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:06.101, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:06.203, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:06.306, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 22 %, 77213 MiB
2024/01/17 22:47:06.407, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 22 %, 77213 MiB
2024/01/17 22:47:06.510, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 91 %, 26 %, 77213 MiB
2024/01/17 22:47:06.611, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 91 %, 26 %, 77213 MiB
2024/01/17 22:47:06.713, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:06.815, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:06.916, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:07.018, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:07.120, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:07.222, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:07.324, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:07.426, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:07.527, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:07.629, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:07.731, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:07.833, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:07.935, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:08.037, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:08.139, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:08.240, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:08.342, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:08.444, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:08.546, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:08.648, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:08.751, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:08.854, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:08.956, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 97 %, 29 %, 77213 MiB
2024/01/17 22:47:09.058, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 97 %, 29 %, 77213 MiB
2024/01/17 22:47:09.160, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 90 %, 26 %, 77213 MiB
2024/01/17 22:47:09.261, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 90 %, 26 %, 77213 MiB
2024/01/17 22:47:09.363, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:09.465, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:09.566, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:09.668, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:09.769, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:09.871, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:09.973, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:10.075, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:10.176, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:10.278, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:10.380, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:10.482, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:10.583, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:10.685, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:10.787, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:10.888, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:10.990, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:11.091, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:11.193, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:11.295, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:11.396, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:11.498, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:11.599, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:11.701, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:11.803, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:11.905, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:12.007, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 88 %, 23 %, 77213 MiB
2024/01/17 22:47:12.109, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 88 %, 23 %, 77213 MiB
2024/01/17 22:47:12.211, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:12.313, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:12.416, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:12.518, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:12.620, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:12.722, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:12.824, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:12.925, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:13.027, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:13.129, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:13.230, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:13.332, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:13.433, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:13.535, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:13.636, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:13.738, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:13.840, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:13.941, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:14.043, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:14.145, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:14.246, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:14.348, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:14.450, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:14.552, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:14.653, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:14.755, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:14.857, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:47:14.958, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:15.060, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:47:15.161, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 88 %, 26 %, 77213 MiB
2024/01/17 22:47:15.263, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 88 %, 26 %, 77213 MiB
2024/01/17 22:47:15.365, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:15.467, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:15.569, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:15.671, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:15.773, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:47:15.875, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 31 %, 77213 MiB
2024/01/17 22:47:15.978, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:16.080, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:16.181, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:16.283, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:16.384, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:16.486, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:16.588, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:16.689, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:16.791, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:16.892, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:16.994, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:17.095, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:47:17.197, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:17.299, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:17.400, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:17.502, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 29 %, 77213 MiB
2024/01/17 22:47:17.603, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 89 %, 25 %, 77213 MiB
2024/01/17 22:47:17.705, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 89 %, 25 %, 77213 MiB
2024/01/17 22:47:17.806, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:47:17.908, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
